bottle	NOORDWK10_2019005566R	15	4	19	0	0.00	0.00	32.000	4.000	0.00	0.0
25.000	32.000	0.000	0.000
0.000	171.600	25.000
0.600	253.050	25.000
0.750	263.050	25.000
0.900	271.350	25.000
1.050	278.800	25.000
1.200	286.000	25.000
1.350	292.800	25.000
1.500	299.850	25.000
1.650	307.450	25.000
1.800	315.750	25.000
1.950	325.600	25.000
2.100	338.400	25.000
2.250	358.200	25.000
2.400	391.450	25.000
2.550	417.850	25.000
2.700	431.950	25.000
2.850	441.200	25.000
3.000	448.200	25.000
3.150	453.700	25.000
3.300	458.150	25.000
3.450	461.950	25.000
3.600	465.300	25.000
3.750	468.250	25.000
3.900	470.900	25.000
4.050	473.300	25.000
