bottle	NOORDWK20_2019006697	27	5	19	0	0.00	0.00	32.000	4.000	0.00	0.0
25.000	32.000	0.000	0.000
0.000	165.900	25.000
0.600	249.900	25.000
0.750	261.050	25.000
0.900	270.150	25.000
1.050	278.100	25.000
1.200	285.450	25.000
1.350	292.550	25.000
1.500	299.700	25.000
1.650	307.300	25.000
1.800	315.450	25.000
1.950	325.000	25.000
2.100	337.400	25.000
2.250	355.400	25.000
2.400	386.500	25.000
2.550	415.600	25.000
2.700	431.150	25.000
2.850	441.000	25.000
3.000	448.350	25.000
3.150	454.000	25.000
3.300	458.600	25.000
3.450	462.550	25.000
3.600	465.950	25.000
3.750	468.900	25.000
3.900	471.600	25.000
4.050	474.050	25.000
