bottle	GOERE2_2018005629	17	10	2018	0	0.00	0.00	30.980	4.000	0.00	0.0
25.000	30.980	0.000	0.000
0.000	170.000	25.000
0.600	251.850	25.000
0.750	262.250	25.000
0.900	270.800	25.000
1.050	278.400	25.000
1.200	285.350	25.000
1.350	292.300	25.000
1.500	299.300	25.000
1.650	306.700	25.000
1.800	314.600	25.000
1.950	323.950	25.000
2.100	335.750	25.000
2.250	352.800	25.000
2.400	382.350	25.000
2.550	413.100	25.000
2.700	429.550	25.000
2.850	439.800	25.000
3.000	447.300	25.000
3.150	453.200	25.000
3.300	457.800	25.000
3.450	461.850	25.000
3.600	465.300	25.000
3.750	468.300	25.000
3.900	471.000	25.000
4.050	473.500	25.000
